"GEO_ID","NAME","B25004_001E","B25004_001M","B25004_001MA","B25004_001EA","B25004_002E","B25004_002M","B25004_002MA","B25004_002EA","B25004_003E","B25004_003M","B25004_003MA","B25004_003EA","B25004_004E","B25004_004M","B25004_004MA","B25004_004EA","B25004_005E","B25004_005M","B25004_005MA","B25004_005EA","B25004_006E","B25004_006M","B25004_006MA","B25004_006EA","B25004_007E","B25004_007M","B25004_007MA","B25004_007EA","B25004_008E","B25004_008M","B25004_008MA","B25004_008EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!For rent","Margin of Error!!Total!!For rent","Annotation of Margin of Error!!Total!!For rent","Annotation of Estimate!!Total!!For rent","Estimate!!Total!!Rented, not occupied","Margin of Error!!Total!!Rented, not occupied","Annotation of Margin of Error!!Total!!Rented, not occupied","Annotation of Estimate!!Total!!Rented, not occupied","Estimate!!Total!!For sale only","Margin of Error!!Total!!For sale only","Annotation of Margin of Error!!Total!!For sale only","Annotation of Estimate!!Total!!For sale only","Estimate!!Total!!Sold, not occupied","Margin of Error!!Total!!Sold, not occupied","Annotation of Margin of Error!!Total!!Sold, not occupied","Annotation of Estimate!!Total!!Sold, not occupied","Estimate!!Total!!For seasonal, recreational, or occasional use","Margin of Error!!Total!!For seasonal, recreational, or occasional use","Annotation of Margin of Error!!Total!!For seasonal, recreational, or occasional use","Annotation of Estimate!!Total!!For seasonal, recreational, or occasional use","Estimate!!Total!!For migrant workers","Margin of Error!!Total!!For migrant workers","Annotation of Margin of Error!!Total!!For migrant workers","Annotation of Estimate!!Total!!For migrant workers","Estimate!!Total!!Other vacant","Margin of Error!!Total!!Other vacant","Annotation of Margin of Error!!Total!!Other vacant","Annotation of Estimate!!Total!!Other vacant",
"1500000US240135078024","Block Group 4, Census Tract 5078.02, Carroll County, Maryland","6","10","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","6","10","null","null",
"1500000US240135081011","Block Group 1, Census Tract 5081.01, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135081012","Block Group 2, Census Tract 5081.01, Carroll County, Maryland","29","48","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","29","48","null","null",
"1500000US240135081013","Block Group 3, Census Tract 5081.01, Carroll County, Maryland","21","33","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","21","33","null","null",
"1500000US240135081021","Block Group 1, Census Tract 5081.02, Carroll County, Maryland","24","28","null","null","12","20","null","null","0","12","null","null","0","12","null","null","0","12","null","null","12","19","null","null","0","12","null","null","0","12","null","null",
"1500000US240135081022","Block Group 2, Census Tract 5081.02, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135082001","Block Group 1, Census Tract 5082, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135082002","Block Group 2, Census Tract 5082, Carroll County, Maryland","38","59","null","null","0","12","null","null","0","12","null","null","38","59","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135082003","Block Group 3, Census Tract 5082, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135082004","Block Group 4, Census Tract 5082, Carroll County, Maryland","31","50","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","31","50","null","null","0","12","null","null","0","12","null","null",
"1500000US240135082005","Block Group 5, Census Tract 5082, Carroll County, Maryland","12","19","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","12","19","null","null",
"1500000US240135090011","Block Group 1, Census Tract 5090.01, Carroll County, Maryland","45","50","null","null","0","12","null","null","0","12","null","null","21","32","null","null","24","38","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135090012","Block Group 2, Census Tract 5090.01, Carroll County, Maryland","19","31","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","19","31","null","null",
"1500000US240135090021","Block Group 1, Census Tract 5090.02, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135090022","Block Group 2, Census Tract 5090.02, Carroll County, Maryland","90","74","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","31","49","null","null","0","12","null","null","59","62","null","null",
"1500000US240135100001","Block Group 1, Census Tract 5100, Carroll County, Maryland","24","24","null","null","4","7","null","null","0","12","null","null","10","18","null","null","0","12","null","null","0","12","null","null","0","12","null","null","10","16","null","null",
"1500000US240135110001","Block Group 1, Census Tract 5110, Carroll County, Maryland","64","36","null","null","17","23","null","null","0","12","null","null","6","11","null","null","0","12","null","null","0","12","null","null","0","12","null","null","41","25","null","null",
"1500000US240135110002","Block Group 2, Census Tract 5110, Carroll County, Maryland","47","49","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","23","36","null","null","0","12","null","null","24","36","null","null",
"1500000US240135110003","Block Group 3, Census Tract 5110, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135120001","Block Group 1, Census Tract 5120, Carroll County, Maryland","33","20","null","null","14","15","null","null","0","12","null","null","3","4","null","null","0","12","null","null","4","6","null","null","0","12","null","null","12","14","null","null",
"1500000US240135120002","Block Group 2, Census Tract 5120, Carroll County, Maryland","17","12","null","null","0","12","null","null","0","12","null","null","5","6","null","null","0","12","null","null","0","12","null","null","0","12","null","null","12","12","null","null",
"1500000US240135130011","Block Group 1, Census Tract 5130.01, Carroll County, Maryland","53","57","null","null","30","44","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","23","35","null","null",
"1500000US240135130012","Block Group 2, Census Tract 5130.01, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135130013","Block Group 3, Census Tract 5130.01, Carroll County, Maryland","42","40","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","42","40","null","null",
"1500000US240135130021","Block Group 1, Census Tract 5130.02, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135130022","Block Group 2, Census Tract 5130.02, Carroll County, Maryland","23","36","null","null","0","12","null","null","0","12","null","null","23","36","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135130023","Block Group 3, Census Tract 5130.02, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135141001","Block Group 1, Census Tract 5141, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135141002","Block Group 2, Census Tract 5141, Carroll County, Maryland","23","36","null","null","0","12","null","null","0","12","null","null","0","12","null","null","23","36","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135141003","Block Group 3, Census Tract 5141, Carroll County, Maryland","25","37","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","25","37","null","null",
"1500000US240135142011","Block Group 1, Census Tract 5142.01, Carroll County, Maryland","8","12","null","null","0","12","null","null","0","12","null","null","8","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135142012","Block Group 2, Census Tract 5142.01, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135142013","Block Group 3, Census Tract 5142.01, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135142021","Block Group 1, Census Tract 5142.02, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240135142022","Block Group 2, Census Tract 5142.02, Carroll County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150301001","Block Group 1, Census Tract 301, Cecil County, Maryland","392","169","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","297","147","null","null","0","12","null","null","95","105","null","null",
"1500000US240150301002","Block Group 2, Census Tract 301, Cecil County, Maryland","73","75","null","null","0","12","null","null","0","12","null","null","8","13","null","null","0","12","null","null","0","12","null","null","0","12","null","null","65","74","null","null",
"1500000US240150301003","Block Group 3, Census Tract 301, Cecil County, Maryland","916","257","null","null","0","12","null","null","0","12","null","null","50","81","null","null","39","64","null","null","766","250","null","null","0","12","null","null","61","79","null","null",
"1500000US240150302001","Block Group 1, Census Tract 302, Cecil County, Maryland","195","127","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","111","103","null","null","0","12","null","null","84","91","null","null",
"1500000US240150302002","Block Group 2, Census Tract 302, Cecil County, Maryland","24","23","null","null","0","12","null","null","18","23","null","null","0","12","null","null","0","12","null","null","2","3","null","null","0","12","null","null","4","5","null","null",
"1500000US240150302003","Block Group 3, Census Tract 302, Cecil County, Maryland","70","56","null","null","6","10","null","null","0","12","null","null","20","18","null","null","0","12","null","null","4","8","null","null","0","12","null","null","40","53","null","null",
"1500000US240150302004","Block Group 4, Census Tract 302, Cecil County, Maryland","21","24","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","21","24","null","null","0","12","null","null","0","12","null","null",
"1500000US240150302005","Block Group 5, Census Tract 302, Cecil County, Maryland","187","121","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","187","121","null","null","0","12","null","null","0","12","null","null",
"1500000US240150304001","Block Group 1, Census Tract 304, Cecil County, Maryland","31","49","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","31","49","null","null",
"1500000US240150304002","Block Group 2, Census Tract 304, Cecil County, Maryland","82","92","null","null","50","78","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","32","52","null","null",
"1500000US240150304003","Block Group 3, Census Tract 304, Cecil County, Maryland","127","100","null","null","26","42","null","null","28","47","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","73","83","null","null",
"1500000US240150304004","Block Group 4, Census Tract 304, Cecil County, Maryland","128","99","null","null","107","94","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","21","34","null","null",
"1500000US240150305011","Block Group 1, Census Tract 305.01, Cecil County, Maryland","44","41","null","null","0","12","null","null","0","12","null","null","36","40","null","null","0","12","null","null","8","13","null","null","0","12","null","null","0","12","null","null",
"1500000US240150305012","Block Group 2, Census Tract 305.01, Cecil County, Maryland","76","53","null","null","27","43","null","null","0","12","null","null","0","12","null","null","0","12","null","null","23","38","null","null","0","12","null","null","26","40","null","null",
"1500000US240150305031","Block Group 1, Census Tract 305.03, Cecil County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150305032","Block Group 2, Census Tract 305.03, Cecil County, Maryland","36","56","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","36","56","null","null",
"1500000US240150305033","Block Group 3, Census Tract 305.03, Cecil County, Maryland","166","143","null","null","110","121","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","56","91","null","null",
"1500000US240150305034","Block Group 4, Census Tract 305.03, Cecil County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150305051","Block Group 1, Census Tract 305.05, Cecil County, Maryland","66","69","null","null","0","12","null","null","0","12","null","null","47","52","null","null","0","12","null","null","19","31","null","null","0","12","null","null","0","12","null","null",
"1500000US240150305052","Block Group 2, Census Tract 305.05, Cecil County, Maryland","20","25","null","null","13","21","null","null","0","12","null","null","7","11","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150305061","Block Group 1, Census Tract 305.06, Cecil County, Maryland","37","59","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","37","59","null","null",
"1500000US240150305062","Block Group 2, Census Tract 305.06, Cecil County, Maryland","117","105","null","null","90","99","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","27","42","null","null",
"1500000US240150305063","Block Group 3, Census Tract 305.06, Cecil County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150306011","Block Group 1, Census Tract 306.01, Cecil County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150306012","Block Group 2, Census Tract 306.01, Cecil County, Maryland","75","63","null","null","25","38","null","null","0","12","null","null","0","12","null","null","0","12","null","null","25","40","null","null","0","12","null","null","25","40","null","null",
"1500000US240150306013","Block Group 3, Census Tract 306.01, Cecil County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150306021","Block Group 1, Census Tract 306.02, Cecil County, Maryland","7","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","7","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150306022","Block Group 2, Census Tract 306.02, Cecil County, Maryland","170","84","null","null","67","61","null","null","22","35","null","null","57","63","null","null","24","39","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150307001","Block Group 1, Census Tract 307, Cecil County, Maryland","28","45","null","null","0","12","null","null","0","12","null","null","28","45","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150307002","Block Group 2, Census Tract 307, Cecil County, Maryland","23","35","null","null","23","35","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150307003","Block Group 3, Census Tract 307, Cecil County, Maryland","59","61","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","26","41","null","null","0","12","null","null","33","44","null","null",
"1500000US240150309031","Block Group 1, Census Tract 309.03, Cecil County, Maryland","80","90","null","null","40","63","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","40","65","null","null",
"1500000US240150309032","Block Group 2, Census Tract 309.03, Cecil County, Maryland","101","97","null","null","46","69","null","null","0","12","null","null","0","12","null","null","41","66","null","null","14","22","null","null","0","12","null","null","0","12","null","null",
"1500000US240150309041","Block Group 1, Census Tract 309.04, Cecil County, Maryland","16","26","null","null","0","12","null","null","0","12","null","null","16","26","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150309042","Block Group 2, Census Tract 309.04, Cecil County, Maryland","164","120","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","114","111","null","null","0","12","null","null","50","81","null","null",
"1500000US240150309043","Block Group 3, Census Tract 309.04, Cecil County, Maryland","106","103","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","18","29","null","null","0","12","null","null","88","100","null","null",
"1500000US240150309044","Block Group 4, Census Tract 309.04, Cecil County, Maryland","88","90","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","88","90","null","null","0","12","null","null","0","12","null","null",
"1500000US240150309045","Block Group 5, Census Tract 309.04, Cecil County, Maryland","66","81","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","51","78","null","null","0","12","null","null","15","24","null","null",
"1500000US240150309051","Block Group 1, Census Tract 309.05, Cecil County, Maryland","67","57","null","null","30","46","null","null","0","12","null","null","28","45","null","null","0","12","null","null","0","12","null","null","0","12","null","null","9","16","null","null",
"1500000US240150309052","Block Group 2, Census Tract 309.05, Cecil County, Maryland","38","43","null","null","0","12","null","null","0","12","null","null","38","43","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150309061","Block Group 1, Census Tract 309.06, Cecil County, Maryland","485","168","null","null","42","53","null","null","8","13","null","null","10","17","null","null","0","12","null","null","377","167","null","null","0","12","null","null","48","35","null","null",
"1500000US240150309062","Block Group 2, Census Tract 309.06, Cecil County, Maryland","108","112","null","null","50","81","null","null","0","12","null","null","0","12","null","null","0","12","null","null","14","24","null","null","0","12","null","null","44","74","null","null",
"1500000US240150309063","Block Group 3, Census Tract 309.06, Cecil County, Maryland","130","118","null","null","84","94","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","46","71","null","null",
"1500000US240150309064","Block Group 4, Census Tract 309.06, Cecil County, Maryland","96","106","null","null","0","12","null","null","0","12","null","null","54","84","null","null","0","12","null","null","0","12","null","null","0","12","null","null","42","66","null","null",
"1500000US240150312011","Block Group 1, Census Tract 312.01, Cecil County, Maryland","31","48","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","31","48","null","null",
"1500000US240150312012","Block Group 2, Census Tract 312.01, Cecil County, Maryland","88","81","null","null","17","27","null","null","0","12","null","null","34","55","null","null","37","58","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150312013","Block Group 3, Census Tract 312.01, Cecil County, Maryland","138","37","null","null","11","12","null","null","0","12","null","null","13","13","null","null","0","12","null","null","81","26","null","null","2","3","null","null","31","20","null","null",
"1500000US240150312021","Block Group 1, Census Tract 312.02, Cecil County, Maryland","124","87","null","null","0","12","null","null","0","12","null","null","91","69","null","null","0","12","null","null","33","51","null","null","0","12","null","null","0","12","null","null",
"1500000US240150312022","Block Group 2, Census Tract 312.02, Cecil County, Maryland","71","65","null","null","0","12","null","null","0","12","null","null","71","65","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150312023","Block Group 3, Census Tract 312.02, Cecil County, Maryland","68","80","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","16","25","null","null","0","12","null","null","52","76","null","null",
"1500000US240150313011","Block Group 1, Census Tract 313.01, Cecil County, Maryland","82","62","null","null","0","12","null","null","0","12","null","null","46","50","null","null","0","12","null","null","0","12","null","null","0","12","null","null","36","42","null","null",
"1500000US240150313012","Block Group 2, Census Tract 313.01, Cecil County, Maryland","30","46","null","null","0","12","null","null","0","12","null","null","30","46","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240150313021","Block Group 1, Census Tract 313.02, Cecil County, Maryland","92","82","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","29","32","null","null","0","12","null","null","63","74","null","null",
"1500000US240150313022","Block Group 2, Census Tract 313.02, Cecil County, Maryland","32","32","null","null","27","31","null","null","0","12","null","null","0","12","null","null","0","12","null","null","5","9","null","null","0","12","null","null","0","12","null","null",
"1500000US240150313023","Block Group 3, Census Tract 313.02, Cecil County, Maryland","68","71","null","null","26","31","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","42","65","null","null",
"1500000US240150314001","Block Group 1, Census Tract 314, Cecil County, Maryland","92","57","null","null","5","9","null","null","27","37","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","60","45","null","null",
"1500000US240150314002","Block Group 2, Census Tract 314, Cecil County, Maryland","47","46","null","null","18","27","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","29","42","null","null",
"1500000US240178501011","Block Group 1, Census Tract 8501.01, Charles County, Maryland","69","60","null","null","14","26","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","55","51","null","null",
"1500000US240178501012","Block Group 2, Census Tract 8501.01, Charles County, Maryland","68","57","null","null","12","20","null","null","0","12","null","null","0","12","null","null","0","12","null","null","12","20","null","null","0","12","null","null","44","50","null","null",
"1500000US240178501021","Block Group 1, Census Tract 8501.02, Charles County, Maryland","83","53","null","null","42","45","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","41","30","null","null",
"1500000US240178501022","Block Group 2, Census Tract 8501.02, Charles County, Maryland","25","27","null","null","0","12","null","null","0","12","null","null","13","20","null","null","0","12","null","null","0","12","null","null","0","12","null","null","12","19","null","null",
"1500000US240178502011","Block Group 1, Census Tract 8502.01, Charles County, Maryland","52","35","null","null","8","12","null","null","0","12","null","null","21","24","null","null","0","12","null","null","0","12","null","null","0","12","null","null","23","20","null","null",
"1500000US240178502021","Block Group 1, Census Tract 8502.02, Charles County, Maryland","37","46","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","37","46","null","null",
"1500000US240178502022","Block Group 2, Census Tract 8502.02, Charles County, Maryland","53","58","null","null","25","39","null","null","0","12","null","null","28","46","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240178502023","Block Group 3, Census Tract 8502.02, Charles County, Maryland","67","61","null","null","44","50","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","23","36","null","null",
"1500000US240178503001","Block Group 1, Census Tract 8503, Charles County, Maryland","44","36","null","null","0","12","null","null","0","12","null","null","15","24","null","null","0","12","null","null","0","12","null","null","0","12","null","null","29","30","null","null",
"1500000US240178503002","Block Group 2, Census Tract 8503, Charles County, Maryland","33","29","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","33","29","null","null",
"1500000US240178504001","Block Group 1, Census Tract 8504, Charles County, Maryland","96","77","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","41","45","null","null","0","12","null","null","55","64","null","null",
"1500000US240178504002","Block Group 2, Census Tract 8504, Charles County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240178504003","Block Group 3, Census Tract 8504, Charles County, Maryland","113","84","null","null","0","12","null","null","0","12","null","null","0","12","null","null","25","38","null","null","32","49","null","null","0","12","null","null","56","61","null","null",
"1500000US240178505001","Block Group 1, Census Tract 8505, Charles County, Maryland","102","63","null","null","0","12","null","null","0","12","null","null","35","42","null","null","0","12","null","null","0","12","null","null","0","12","null","null","67","50","null","null",
"1500000US240178505002","Block Group 2, Census Tract 8505, Charles County, Maryland","10","16","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","10","16","null","null",
"1500000US240178506001","Block Group 1, Census Tract 8506, Charles County, Maryland","28","44","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","28","44","null","null",
"1500000US240178506002","Block Group 2, Census Tract 8506, Charles County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240178506003","Block Group 3, Census Tract 8506, Charles County, Maryland","80","65","null","null","0","12","null","null","0","12","null","null","27","40","null","null","26","40","null","null","0","12","null","null","0","12","null","null","27","42","null","null",
"1500000US240178507061","Block Group 1, Census Tract 8507.06, Charles County, Maryland","92","67","null","null","19","30","null","null","0","12","null","null","27","43","null","null","0","12","null","null","0","12","null","null","0","12","null","null","46","40","null","null",
"1500000US240178507062","Block Group 2, Census Tract 8507.06, Charles County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240178507081","Block Group 1, Census Tract 8507.08, Charles County, Maryland","7","12","null","null","0","12","null","null","0","12","null","null","7","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240178507082","Block Group 2, Census Tract 8507.08, Charles County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240178507091","Block Group 1, Census Tract 8507.09, Charles County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240178507092","Block Group 2, Census Tract 8507.09, Charles County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240178507093","Block Group 3, Census Tract 8507.09, Charles County, Maryland","289","163","null","null","156","143","null","null","59","88","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","74","18","null","null",
"1500000US240178507101","Block Group 1, Census Tract 8507.10, Charles County, Maryland","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240178507102","Block Group 2, Census Tract 8507.10, Charles County, Maryland","40","47","null","null","0","12","null","null","0","12","null","null","13","22","null","null","27","44","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240178507111","Block Group 1, Census Tract 8507.11, Charles County, Maryland","34","54","null","null","0","12","null","null","0","12","null","null","34","54","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US240178507112","Block Group 2, Census Tract 8507.11, Charles County, Maryland","87","76","null","null","75","76","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","12","21","null","null",
"1500000US240178507113","Block Group 3, Census Tract 8507.11, Charles County, Maryland","22","35","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","22","35","null","null",
"1500000US240178507121","Block Group 1, Census Tract 8507.12, Charles County, Maryland","35","35","null","null","0","12","null","null","0","12","null","null","6","11","null","null","0","12","null","null","0","12","null","null","0","12","null","null","29","34","null","null",
"1500000US240178507122","Block Group 2, Census Tract 8507.12, Charles County, Maryland","45","45","null","null","0","12","null","null","0","12","null","null","19","33","null","null","0","12","null","null","8","12","null","null","0","12","null","null","18","28","null","null",
"1500000US240178507131","Block Group 1, Census Tract 8507.13, Charles County, Maryland","65","71","null","null","29","43","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","36","57","null","null",
"1500000US240178507132","Block Group 2, Census Tract 8507.13, Charles County, Maryland","39","62","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","39","62","null","null",
"1500000US240178508011","Block Group 1, Census Tract 8508.01, Charles County, Maryland","58","62","null","null","0","12","null","null","0","12","null","null","58","62","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
