"B01002_001E","B01002_001M","B01002_002E","B01002_002M","B01002_003E","B01002_003M","GEO_ID","NAME"
"19.7","0.4","20.2","0.5","19.2","0.4","1500000US240010018003","Block Group 3, Census Tract 18, Allegany County, Maryland"
"42.4","5.0","42.1","5.3","46.6","11.9","1500000US240010019001","Block Group 1, Census Tract 19, Allegany County, Maryland"
"36.3","6.4","31.4","9.0","40.6","15.1","1500000US240010019002","Block Group 2, Census Tract 19, Allegany County, Maryland"
"49.0","13.2","48.3","14.5","53.0","14.7","1500000US240010020001","Block Group 1, Census Tract 20, Allegany County, Maryland"
"46.4","13.8","45.1","16.2","48.5","15.3","1500000US240010020002","Block Group 2, Census Tract 20, Allegany County, Maryland"
"38.7","26.3","38.1","21.9","52.6","37.4","1500000US240010020003","Block Group 3, Census Tract 20, Allegany County, Maryland"
"41.5","6.7","38.5","4.7","45.0","6.8","1500000US240010021001","Block Group 1, Census Tract 21, Allegany County, Maryland"
"48.2","7.9","48.8","8.1","46.1","10.1","1500000US240010021002","Block Group 2, Census Tract 21, Allegany County, Maryland"
"52.3","8.8","50.9","16.2","54.6","5.8","1500000US240010022001","Block Group 1, Census Tract 22, Allegany County, Maryland"
"31.6","8.7","26.8","9.4","36.2","11.5","1500000US240010022002","Block Group 2, Census Tract 22, Allegany County, Maryland"
"50.1","6.8","43.5","8.7","53.0","4.9","1500000US240010022003","Block Group 3, Census Tract 22, Allegany County, Maryland"
"40.8","4.5","38.7","10.4","44.9","6.8","1500000US240037011011","Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland"
"46.2","14.8","35.6","27.6","46.7","11.1","1500000US240037011012","Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland"
"55.7","8.8","52.7","9.3","56.1","11.9","1500000US240037011013","Block Group 3, Census Tract 7011.01, Anne Arundel County, Maryland"
"41.9","7.7","44.8","14.6","41.4","7.3","1500000US240037011014","Block Group 4, Census Tract 7011.01, Anne Arundel County, Maryland"
"42.9","7.7","40.6","6.0","48.6","8.6","1500000US240037011021","Block Group 1, Census Tract 7011.02, Anne Arundel County, Maryland"
"62.1","7.9","62.7","7.6","60.7","11.9","1500000US240037011022","Block Group 2, Census Tract 7011.02, Anne Arundel County, Maryland"
"37.9","6.2","40.4","6.5","31.1","11.2","1500000US240037011023","Block Group 3, Census Tract 7011.02, Anne Arundel County, Maryland"
"34.7","4.0","35.5","6.0","33.7","6.2","1500000US240037011024","Block Group 4, Census Tract 7011.02, Anne Arundel County, Maryland"
"37.3","8.1","37.9","8.3","36.2","10.7","1500000US240037012001","Block Group 1, Census Tract 7012, Anne Arundel County, Maryland"
"49.2","4.1","45.5","9.5","50.0","5.0","1500000US240037012002","Block Group 2, Census Tract 7012, Anne Arundel County, Maryland"
"39.3","8.6","40.0","10.0","36.0","9.7","1500000US240037012003","Block Group 3, Census Tract 7012, Anne Arundel County, Maryland"
"42.7","9.0","39.7","11.2","46.8","8.0","1500000US240037012004","Block Group 4, Census Tract 7012, Anne Arundel County, Maryland"
"52.8","7.9","41.9","23.0","53.9","6.3","1500000US240037013001","Block Group 1, Census Tract 7013, Anne Arundel County, Maryland"
"40.0","7.8","35.1","10.8","41.6","5.8","1500000US240037013002","Block Group 2, Census Tract 7013, Anne Arundel County, Maryland"
"52.4","7.5","52.2","15.2","53.2","7.1","1500000US240037013003","Block Group 3, Census Tract 7013, Anne Arundel County, Maryland"
"45.5","2.2","45.8","4.4","45.3","5.4","1500000US240037013004","Block Group 4, Census Tract 7013, Anne Arundel County, Maryland"
"43.6","11.3","36.6","19.0","44.0","7.4","1500000US240037014001","Block Group 1, Census Tract 7014, Anne Arundel County, Maryland"
"48.8","4.9","51.5","4.3","46.4","3.5","1500000US240037014002","Block Group 2, Census Tract 7014, Anne Arundel County, Maryland"
"48.4","12.1","41.8","16.4","49.2","7.6","1500000US240037021001","Block Group 1, Census Tract 7021, Anne Arundel County, Maryland"
"45.3","12.6","45.5","13.2","44.9","17.0","1500000US240037021002","Block Group 2, Census Tract 7021, Anne Arundel County, Maryland"
"55.9","7.0","57.0","7.3","54.5","14.1","1500000US240037021003","Block Group 3, Census Tract 7021, Anne Arundel County, Maryland"
"51.1","8.5","48.2","11.0","54.2","8.7","1500000US240037021004","Block Group 4, Census Tract 7021, Anne Arundel County, Maryland"
"39.8","9.6","44.0","16.2","37.8","7.9","1500000US240037021005","Block Group 5, Census Tract 7021, Anne Arundel County, Maryland"
"42.9","4.6","35.9","8.6","46.8","1.6","1500000US240037022041","Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland"
"36.9","3.8","37.3","5.2","36.4","4.1","1500000US240037022042","Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland"
"46.2","10.1","44.0","8.7","48.0","14.8","1500000US240037022051","Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland"
"36.4","5.4","35.3","7.3","37.7","8.1","1500000US240037022052","Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland"
"36.0","8.1","36.1","11.2","36.0","14.8","1500000US240037022053","Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland"
"31.4","2.4","31.0","8.6","31.6","4.6","1500000US240037022061","Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland"
"36.5","3.2","30.9","5.6","48.0","9.2","1500000US240037022062","Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland"
"33.8","1.5","34.6","5.0","32.5","8.3","1500000US240037022063","Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland"
"35.3","2.9","33.6","6.2","35.6","4.5","1500000US240037022081","Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland"
"37.6","5.7","36.4","4.1","40.7","9.0","1500000US240037022082","Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland"
"37.1","9.0","41.8","8.6","32.7","10.7","1500000US240037022091","Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland"
"39.1","7.2","37.8","7.9","39.2","7.6","1500000US240037022092","Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland"
"34.6","6.5","34.7","12.6","33.9","7.6","1500000US240037022093","Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland"
"36.9","9.8","36.3","18.8","38.2","10.9","1500000US240037023001","Block Group 1, Census Tract 7023, Anne Arundel County, Maryland"
"50.8","6.5","48.8","11.1","51.4","6.7","1500000US240037023002","Block Group 2, Census Tract 7023, Anne Arundel County, Maryland"
"40.3","5.3","37.5","7.5","43.0","5.9","1500000US240037023003","Block Group 3, Census Tract 7023, Anne Arundel County, Maryland"
"51.1","4.3","51.8","3.0","43.6","5.9","1500000US240037023004","Block Group 4, Census Tract 7023, Anne Arundel County, Maryland"
"32.2","9.5","36.9","5.7","29.8","7.1","1500000US240037024021","Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland"
"50.4","4.0","50.7","5.2","50.2","4.8","1500000US240037024022","Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland"
"72.1","6.2","68.3","9.9","74.9","5.9","1500000US240037024023","Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland"
"32.3","14.3","26.7","21.0","32.9","15.6","1500000US240037025001","Block Group 1, Census Tract 7025, Anne Arundel County, Maryland"
"35.8","8.3","38.4","9.0","34.4","8.8","1500000US240037025002","Block Group 2, Census Tract 7025, Anne Arundel County, Maryland"
"35.2","6.9","30.2","9.9","37.8","11.6","1500000US240037025003","Block Group 3, Census Tract 7025, Anne Arundel County, Maryland"
"50.8","10.0","53.4","10.8","48.8","10.1","1500000US240037025004","Block Group 4, Census Tract 7025, Anne Arundel County, Maryland"
"52.3","13.1","52.0","12.6","63.3","23.3","1500000US240037026011","Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland"
"41.0","8.3","40.2","13.1","41.3","10.0","1500000US240037026012","Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland"
"44.3","6.6","42.9","10.9","46.3","21.0","1500000US240037026013","Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland"
"57.8","12.9","59.2","10.5","53.5","16.0","1500000US240037026014","Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland"
"34.8","4.9","38.5","14.9","34.5","4.3","1500000US240037026015","Block Group 5, Census Tract 7026.01, Anne Arundel County, Maryland"
"43.0","5.0","43.7","9.7","42.6","3.3","1500000US240037026021","Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland"
"49.0","7.2","47.3","20.6","50.4","6.5","1500000US240037026022","Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland"
"48.4","8.2","41.2","14.7","50.9","8.0","1500000US240037026023","Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland"
"36.0","11.2","34.4","2.4","49.5","14.2","1500000US240037027011","Block Group 1, Census Tract 7027.01, Anne Arundel County, Maryland"
"44.8","10.9","45.7","11.0","41.5","14.5","1500000US240037027012","Block Group 2, Census Tract 7027.01, Anne Arundel County, Maryland"
"34.7","3.6","34.9","2.3","31.6","9.5","1500000US240037027013","Block Group 3, Census Tract 7027.01, Anne Arundel County, Maryland"
"50.4","5.1","46.7","10.9","51.5","2.7","1500000US240037027021","Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland"
"51.7","3.3","49.4","4.6","54.8","6.4","1500000US240037027022","Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland"
"52.6","7.4","50.6","8.0","53.6","8.6","1500000US240037061011","Block Group 1, Census Tract 7061.01, Anne Arundel County, Maryland"
"26.7","2.1","25.8","2.7","28.6","5.6","1500000US240037061012","Block Group 2, Census Tract 7061.01, Anne Arundel County, Maryland"
"40.7","24.0","20.7","35.0","44.9","24.9","1500000US240037061013","Block Group 3, Census Tract 7061.01, Anne Arundel County, Maryland"
"32.7","12.5","31.8","13.3","33.5","14.5","1500000US240037063011","Block Group 1, Census Tract 7063.01, Anne Arundel County, Maryland"
"53.6","7.8","47.8","10.0","58.0","10.1","1500000US240037063012","Block Group 2, Census Tract 7063.01, Anne Arundel County, Maryland"
"59.4","3.6","58.6","1.9","60.9","5.0","1500000US240037063013","Block Group 3, Census Tract 7063.01, Anne Arundel County, Maryland"
"42.2","10.0","37.1","7.5","54.4","14.5","1500000US240037063021","Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland"
"49.6","6.3","51.5","6.6","48.6","8.1","1500000US240037063022","Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland"
"56.7","9.1","57.5","11.1","56.0","9.2","1500000US240037063023","Block Group 3, Census Tract 7063.02, Anne Arundel County, Maryland"
"33.9","4.2","37.5","3.2","30.6","4.2","1500000US240037064011","Block Group 1, Census Tract 7064.01, Anne Arundel County, Maryland"
"32.2","7.7","36.0","12.5","30.5","5.4","1500000US240037064012","Block Group 2, Census Tract 7064.01, Anne Arundel County, Maryland"
"27.8","4.9","27.0","4.6","29.9","15.2","1500000US240037064013","Block Group 3, Census Tract 7064.01, Anne Arundel County, Maryland"
"43.0","10.3","43.4","8.4","38.9","18.1","1500000US240037064021","Block Group 1, Census Tract 7064.02, Anne Arundel County, Maryland"
"35.9","3.7","34.4","6.7","37.0","5.5","1500000US240037064022","Block Group 2, Census Tract 7064.02, Anne Arundel County, Maryland"
"37.7","16.4","52.3","46.6","37.5","7.5","1500000US240037065001","Block Group 1, Census Tract 7065, Anne Arundel County, Maryland"
"39.0","6.0","33.9","12.4","41.5","4.6","1500000US240037065002","Block Group 2, Census Tract 7065, Anne Arundel County, Maryland"
"31.6","9.0","30.1","6.6","41.3","18.2","1500000US240037065003","Block Group 3, Census Tract 7065, Anne Arundel County, Maryland"
"47.3","8.5","47.7","8.8","43.6","10.8","1500000US240037065004","Block Group 4, Census Tract 7065, Anne Arundel County, Maryland"
"38.6","8.2","27.5","24.8","43.6","2.6","1500000US240037066001","Block Group 1, Census Tract 7066, Anne Arundel County, Maryland"
"42.1","6.3","39.8","7.5","43.1","6.3","1500000US240037066002","Block Group 2, Census Tract 7066, Anne Arundel County, Maryland"
"59.4","10.0","65.4","4.4","54.3","6.2","1500000US240037066003","Block Group 3, Census Tract 7066, Anne Arundel County, Maryland"
"43.8","9.7","44.9","9.4","43.3","12.0","1500000US240037066004","Block Group 4, Census Tract 7066, Anne Arundel County, Maryland"
"21.8","14.5","21.4","14.1","25.1","28.6","1500000US240037066005","Block Group 5, Census Tract 7066, Anne Arundel County, Maryland"
"21.0","0.4","21.1","0.4","20.6","0.5","1500000US240037067001","Block Group 1, Census Tract 7067, Anne Arundel County, Maryland"
"42.6","9.3","43.6","10.9","42.1","14.2","1500000US240037070011","Block Group 1, Census Tract 7070.01, Anne Arundel County, Maryland"
"39.0","4.0","32.8","13.3","41.4","5.2","1500000US240037070012","Block Group 2, Census Tract 7070.01, Anne Arundel County, Maryland"
"47.6","7.3","47.5","11.2","47.6","9.0","1500000US240037070013","Block Group 3, Census Tract 7070.01, Anne Arundel County, Maryland"
"46.5","5.7","47.3","7.0","44.5","5.6","1500000US240037070021","Block Group 1, Census Tract 7070.02, Anne Arundel County, Maryland"
"48.0","6.5","52.6","6.6","47.3","7.0","1500000US240037070022","Block Group 2, Census Tract 7070.02, Anne Arundel County, Maryland"
"49.1","9.9","51.0","2.8","38.6","13.0","1500000US240037070023","Block Group 3, Census Tract 7070.02, Anne Arundel County, Maryland"
"49.9","8.2","46.9","9.5","54.7","9.0","1500000US240037080011","Block Group 1, Census Tract 7080.01, Anne Arundel County, Maryland"
"51.4","2.0","51.2","3.4","51.8","3.3","1500000US240037080012","Block Group 2, Census Tract 7080.01, Anne Arundel County, Maryland"
"24.9","4.2","24.3","5.2","25.4","10.1","1500000US240037080041","Block Group 1, Census Tract 7080.04, Anne Arundel County, Maryland"
"45.5","10.1","37.8","17.8","48.3","8.6","1500000US240037080042","Block Group 2, Census Tract 7080.04, Anne Arundel County, Maryland"
"32.8","5.7","34.6","3.7","31.2","10.2","1500000US240037080043","Block Group 3, Census Tract 7080.04, Anne Arundel County, Maryland"
"49.3","8.6","43.0","16.0","50.4","8.2","1500000US240037301001","Block Group 1, Census Tract 7301, Anne Arundel County, Maryland"
"37.2","4.8","34.7","5.2","38.6","13.1","1500000US240037301002","Block Group 2, Census Tract 7301, Anne Arundel County, Maryland"
"31.6","1.2","30.6","1.8","32.4","1.6","1500000US240037301003","Block Group 3, Census Tract 7301, Anne Arundel County, Maryland"
"49.6","8.0","47.6","9.0","52.0","6.9","1500000US240037302031","Block Group 1, Census Tract 7302.03, Anne Arundel County, Maryland"
"47.9","6.5","50.4","8.9","47.3","9.5","1500000US240037302032","Block Group 2, Census Tract 7302.03, Anne Arundel County, Maryland"
"30.1","4.7","30.2","3.5","29.9","17.8","1500000US240037302033","Block Group 3, Census Tract 7302.03, Anne Arundel County, Maryland"
"30.4","2.2","30.2","3.0","31.4","5.3","1500000US240037302034","Block Group 4, Census Tract 7302.03, Anne Arundel County, Maryland"
"41.4","4.5","41.4","4.6","40.9","9.9","1500000US240037302041","Block Group 1, Census Tract 7302.04, Anne Arundel County, Maryland"
"30.0","5.5","28.4","8.9","30.9","5.9","1500000US240037302042","Block Group 2, Census Tract 7302.04, Anne Arundel County, Maryland"
"42.9","11.0","38.1","26.5","48.8","5.8","1500000US240037302043","Block Group 3, Census Tract 7302.04, Anne Arundel County, Maryland"
"32.4","3.0","34.4","5.7","32.0","2.8","1500000US240037303001","Block Group 1, Census Tract 7303, Anne Arundel County, Maryland"
"44.3","9.8","45.1","9.0","41.1","10.0","1500000US240037303002","Block Group 2, Census Tract 7303, Anne Arundel County, Maryland"
"37.4","2.7","30.4","12.8","41.1","4.5","1500000US240037304011","Block Group 1, Census Tract 7304.01, Anne Arundel County, Maryland"
"38.3","8.2","28.6","14.3","41.9","4.4","1500000US240037304012","Block Group 2, Census Tract 7304.01, Anne Arundel County, Maryland"
"31.8","9.6","28.8","11.7","35.5","10.6","1500000US240037304021","Block Group 1, Census Tract 7304.02, Anne Arundel County, Maryland"
"40.1","8.2","39.5","9.9","40.2","10.9","1500000US240037304022","Block Group 2, Census Tract 7304.02, Anne Arundel County, Maryland"
"33.7","13.7","29.3","11.0","43.5","15.6","1500000US240037304023","Block Group 3, Census Tract 7304.02, Anne Arundel County, Maryland"
"34.8","6.3","39.5","6.0","31.6","3.7","1500000US240037305021","Block Group 1, Census Tract 7305.02, Anne Arundel County, Maryland"
"37.4","7.6","33.5","11.2","37.7","6.0","1500000US240037305022","Block Group 2, Census Tract 7305.02, Anne Arundel County, Maryland"
"43.3","3.0","44.3","4.7","42.0","3.0","1500000US240037305023","Block Group 3, Census Tract 7305.02, Anne Arundel County, Maryland"
"36.7","8.6","37.7","8.8","36.4","9.8","1500000US240037305041","Block Group 1, Census Tract 7305.04, Anne Arundel County, Maryland"
"33.7","2.3","32.7","3.3","41.7","10.1","1500000US240037305042","Block Group 2, Census Tract 7305.04, Anne Arundel County, Maryland"
"42.7","6.9","39.2","10.4","49.0","11.1","1500000US240037305043","Block Group 3, Census Tract 7305.04, Anne Arundel County, Maryland"
"29.5","3.0","27.1","7.1","32.7","3.4","1500000US240037305051","Block Group 1, Census Tract 7305.05, Anne Arundel County, Maryland"
"26.7","4.5","27.2","8.5","26.6","6.2","1500000US240037305052","Block Group 2, Census Tract 7305.05, Anne Arundel County, Maryland"
"39.4","6.8","44.3","12.5","38.5","14.9","1500000US240037305061","Block Group 1, Census Tract 7305.06, Anne Arundel County, Maryland"
"36.8","8.0","38.7","15.3","36.6","13.4","1500000US240037305062","Block Group 2, Census Tract 7305.06, Anne Arundel County, Maryland"
"27.4","5.6","21.7","6.9","36.0","8.5","1500000US240037305063","Block Group 3, Census Tract 7305.06, Anne Arundel County, Maryland"
"38.4","5.8","38.8","6.4","36.9","7.3","1500000US240037306011","Block Group 1, Census Tract 7306.01, Anne Arundel County, Maryland"
"56.6","5.4","50.9","7.8","59.5","5.1","1500000US240037306012","Block Group 2, Census Tract 7306.01, Anne Arundel County, Maryland"
"47.8","6.9","47.1","15.1","49.9","7.1","1500000US240037306013","Block Group 3, Census Tract 7306.01, Anne Arundel County, Maryland"
"40.6","2.7","36.5","13.1","42.7","3.2","1500000US240037306014","Block Group 4, Census Tract 7306.01, Anne Arundel County, Maryland"
"50.7","6.5","44.6","9.8","54.9","6.3","1500000US240037306031","Block Group 1, Census Tract 7306.03, Anne Arundel County, Maryland"
"38.4","2.6","37.8","5.6","38.7","3.5","1500000US240037306032","Block Group 2, Census Tract 7306.03, Anne Arundel County, Maryland"
"42.6","3.3","43.2","4.9","40.7","2.8","1500000US240037306041","Block Group 1, Census Tract 7306.04, Anne Arundel County, Maryland"
"40.8","4.2","41.8","4.5","40.5","5.7","1500000US240037306042","Block Group 2, Census Tract 7306.04, Anne Arundel County, Maryland"
"40.6","2.3","37.2","6.8","43.5","8.8","1500000US240037306043","Block Group 3, Census Tract 7306.04, Anne Arundel County, Maryland"
"39.2","8.2","41.7","8.9","37.4","10.4","1500000US240037307001","Block Group 1, Census Tract 7307, Anne Arundel County, Maryland"
"48.5","3.3","47.8","7.5","49.5","7.8","1500000US240037307002","Block Group 2, Census Tract 7307, Anne Arundel County, Maryland"
"30.7","10.1","48.2","34.6","30.0","15.6","1500000US240037307003","Block Group 3, Census Tract 7307, Anne Arundel County, Maryland"
"38.8","7.6","35.2","6.8","43.2","5.9","1500000US240037307004","Block Group 4, Census Tract 7307, Anne Arundel County, Maryland"
"50.4","11.7","29.7","7.5","51.9","5.8","1500000US240037307005","Block Group 5, Census Tract 7307, Anne Arundel County, Maryland"
"46.8","3.2","46.6","3.5","47.1","4.5","1500000US240037308001","Block Group 1, Census Tract 7308, Anne Arundel County, Maryland"
"48.5","4.8","49.8","5.9","45.2","6.7","1500000US240037309011","Block Group 1, Census Tract 7309.01, Anne Arundel County, Maryland"
"44.4","2.7","39.4","12.5","50.0","9.4","1500000US240037309012","Block Group 2, Census Tract 7309.01, Anne Arundel County, Maryland"
"28.3","5.3","30.3","8.5","27.0","9.4","1500000US240037309013","Block Group 3, Census Tract 7309.01, Anne Arundel County, Maryland"
"50.6","2.3","49.5","3.5","51.3","1.8","1500000US240037309021","Block Group 1, Census Tract 7309.02, Anne Arundel County, Maryland"
"49.6","6.7","49.5","9.3","49.9","7.7","1500000US240037309022","Block Group 2, Census Tract 7309.02, Anne Arundel County, Maryland"
"36.9","5.9","35.5","5.2","37.4","10.5","1500000US240037310021","Block Group 1, Census Tract 7310.02, Anne Arundel County, Maryland"
"52.6","7.6","52.3","9.1","53.1","8.1","1500000US240037310022","Block Group 2, Census Tract 7310.02, Anne Arundel County, Maryland"
"35.6","6.9","36.4","6.8","35.4","11.6","1500000US240037310031","Block Group 1, Census Tract 7310.03, Anne Arundel County, Maryland"
"45.0","6.8","39.6","12.1","46.8","7.7","1500000US240037310032","Block Group 2, Census Tract 7310.03, Anne Arundel County, Maryland"
"45.3","3.7","41.5","7.0","46.7","4.0","1500000US240037310033","Block Group 3, Census Tract 7310.03, Anne Arundel County, Maryland"
"42.6","3.3","41.6","7.0","43.2","2.8","1500000US240037310041","Block Group 1, Census Tract 7310.04, Anne Arundel County, Maryland"
"40.3","2.0","39.1","3.9","40.9","3.9","1500000US240037310042","Block Group 2, Census Tract 7310.04, Anne Arundel County, Maryland"
"60.9","14.7","65.6","15.9","60.5","32.5","1500000US240037311021","Block Group 1, Census Tract 7311.02, Anne Arundel County, Maryland"
"38.9","5.4","39.4","9.9","38.0","5.9","1500000US240037311022","Block Group 2, Census Tract 7311.02, Anne Arundel County, Maryland"
"41.0","11.0","38.3","7.6","46.9","9.5","1500000US240037311023","Block Group 3, Census Tract 7311.02, Anne Arundel County, Maryland"
"41.0","5.7","34.4","5.1","44.5","14.3","1500000US240037311024","Block Group 4, Census Tract 7311.02, Anne Arundel County, Maryland"
"37.8","3.5","37.4","5.1","38.1","5.4","1500000US240037311031","Block Group 1, Census Tract 7311.03, Anne Arundel County, Maryland"
"39.9","5.3","37.6","4.6","40.9","7.1","1500000US240037311032","Block Group 2, Census Tract 7311.03, Anne Arundel County, Maryland"
"41.7","7.0","44.9","6.6","37.1","12.1","1500000US240037311033","Block Group 3, Census Tract 7311.03, Anne Arundel County, Maryland"
