"B23025_001E","B23025_001M","B23025_002E","B23025_002M","B23025_003E","B23025_003M","B23025_004E","B23025_004M","B23025_005E","B23025_005M","B23025_006E","B23025_006M","B23025_007E","B23025_007M","GEO_ID","NAME"
"1111","133","901","135","874","144","846","143","28","26","27","30","210","82","1500000US240037022093","Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland"
"607","131","415","105","415","105","395","96","20","23","0","12","192","86","1500000US240037023001","Block Group 1, Census Tract 7023, Anne Arundel County, Maryland"
"1475","187","1023","151","1012","149","989","145","23","23","11","17","452","98","1500000US240037023002","Block Group 2, Census Tract 7023, Anne Arundel County, Maryland"
"1291","171","813","139","793","136","747","131","46","34","20","23","478","105","1500000US240037023003","Block Group 3, Census Tract 7023, Anne Arundel County, Maryland"
"1248","180","850","151","832","151","819","151","13","20","18","21","398","123","1500000US240037023004","Block Group 4, Census Tract 7023, Anne Arundel County, Maryland"
"1575","243","1211","211","1195","220","1118","219","77","95","16","26","364","111","1500000US240037024021","Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland"
"2835","354","1965","320","1933","318","1890","311","43","42","32","37","870","163","1500000US240037024022","Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland"
"1417","226","584","144","584","144","548","148","36","40","0","12","833","184","1500000US240037024023","Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland"
"1125","403","794","397","773","397","667","285","106","148","21","33","331","216","1500000US240037025001","Block Group 1, Census Tract 7025, Anne Arundel County, Maryland"
"635","329","488","255","488","255","488","255","0","12","0","12","147","138","1500000US240037025002","Block Group 2, Census Tract 7025, Anne Arundel County, Maryland"
"2307","424","1471","312","1471","312","1416","321","55","62","0","12","836","228","1500000US240037025003","Block Group 3, Census Tract 7025, Anne Arundel County, Maryland"
"681","300","412","296","412","296","412","296","0","12","0","12","269","116","1500000US240037025004","Block Group 4, Census Tract 7025, Anne Arundel County, Maryland"
"564","246","450","219","450","219","375","156","75","78","0","12","114","81","1500000US240037026011","Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland"
"1242","239","808","175","808","175","773","157","35","45","0","12","434","147","1500000US240037026012","Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland"
"526","128","264","90","264","90","264","90","0","12","0","12","262","92","1500000US240037026013","Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland"
"707","172","417","128","417","128","417","128","0","12","0","12","290","109","1500000US240037026014","Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland"
"1188","272","1010","257","1010","257","940","243","70","65","0","12","178","95","1500000US240037026015","Block Group 5, Census Tract 7026.01, Anne Arundel County, Maryland"
"1992","311","1164","238","1155","235","1117","242","38","42","9","14","828","181","1500000US240037026021","Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland"
"1982","402","1481","345","1478","345","1376","295","102","106","3","6","501","154","1500000US240037026022","Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland"
"801","154","445","124","435","128","435","128","0","12","10","16","356","112","1500000US240037026023","Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland"
"1064","201","498","140","464","123","405","127","59","65","34","52","566","173","1500000US240037027011","Block Group 1, Census Tract 7027.01, Anne Arundel County, Maryland"
"1054","273","683","186","683","186","683","186","0","12","0","12","371","151","1500000US240037027012","Block Group 2, Census Tract 7027.01, Anne Arundel County, Maryland"
"2149","293","1993","294","1959","290","1801","291","158","138","34","50","156","74","1500000US240037027013","Block Group 3, Census Tract 7027.01, Anne Arundel County, Maryland"
"1224","157","789","149","789","149","774","145","15","18","0","12","435","77","1500000US240037027021","Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland"
"1696","217","1203","245","1203","245","1179","242","24","24","0","12","493","100","1500000US240037027022","Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland"
"1216","273","827","242","817","242","750","229","67","70","10","16","389","112","1500000US240037061011","Block Group 1, Census Tract 7061.01, Anne Arundel County, Maryland"
"1344","248","882","225","834","222","822","221","12","18","48","31","462","141","1500000US240037061012","Block Group 2, Census Tract 7061.01, Anne Arundel County, Maryland"
"717","212","373","135","373","135","243","96","130","74","0","12","344","139","1500000US240037061013","Block Group 3, Census Tract 7061.01, Anne Arundel County, Maryland"
"1641","449","1432","452","1416","451","1398","453","18","23","16","26","209","78","1500000US240037063011","Block Group 1, Census Tract 7063.01, Anne Arundel County, Maryland"
"1529","334","998","263","998","263","972","264","26","48","0","12","531","174","1500000US240037063012","Block Group 2, Census Tract 7063.01, Anne Arundel County, Maryland"
"690","159","449","131","449","131","420","126","29","33","0","12","241","127","1500000US240037063013","Block Group 3, Census Tract 7063.01, Anne Arundel County, Maryland"
"1415","202","1074","175","1015","168","1005","166","10","15","59","61","341","98","1500000US240037063021","Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland"
"605","130","501","133","501","133","487","134","14","17","0","12","104","56","1500000US240037063022","Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland"
"961","140","647","121","647","121","618","114","29","37","0","12","314","98","1500000US240037063023","Block Group 3, Census Tract 7063.02, Anne Arundel County, Maryland"
"2320","687","1601","604","1469","565","1413","528","56","65","132","142","719","292","1500000US240037064011","Block Group 1, Census Tract 7064.01, Anne Arundel County, Maryland"
"2241","610","1755","470","1705","463","1668","457","37","45","50","73","486","259","1500000US240037064012","Block Group 2, Census Tract 7064.01, Anne Arundel County, Maryland"
"1030","321","805","262","805","262","781","260","24","27","0","12","225","128","1500000US240037064013","Block Group 3, Census Tract 7064.01, Anne Arundel County, Maryland"
"883","147","545","124","545","124","509","123","36","29","0","12","338","86","1500000US240037064021","Block Group 1, Census Tract 7064.02, Anne Arundel County, Maryland"
"1533","250","1070","206","1065","205","1012","194","53","50","5","8","463","105","1500000US240037064022","Block Group 2, Census Tract 7064.02, Anne Arundel County, Maryland"
"1193","426","687","255","687","255","612","229","75","78","0","12","506","246","1500000US240037065001","Block Group 1, Census Tract 7065, Anne Arundel County, Maryland"
"594","334","305","162","265","150","206","105","59","70","40","41","289","207","1500000US240037065002","Block Group 2, Census Tract 7065, Anne Arundel County, Maryland"
"1435","334","1200","271","1141","269","1071","259","70","65","59","89","235","158","1500000US240037065003","Block Group 3, Census Tract 7065, Anne Arundel County, Maryland"
"1434","402","1074","333","1055","330","947","312","108","99","19","32","360","131","1500000US240037065004","Block Group 4, Census Tract 7065, Anne Arundel County, Maryland"
"510","101","323","95","311","95","311","95","0","12","12","14","187","90","1500000US240037066001","Block Group 1, Census Tract 7066, Anne Arundel County, Maryland"
"1411","221","962","213","962","213","944","211","18","19","0","12","449","107","1500000US240037066002","Block Group 2, Census Tract 7066, Anne Arundel County, Maryland"
"366","103","311","110","311","110","311","110","0","12","0","12","55","43","1500000US240037066003","Block Group 3, Census Tract 7066, Anne Arundel County, Maryland"
"831","165","611","149","594","144","579","144","15","17","17","16","220","79","1500000US240037066004","Block Group 4, Census Tract 7066, Anne Arundel County, Maryland"
"774","303","534","258","534","258","487","242","47","66","0","12","240","97","1500000US240037066005","Block Group 5, Census Tract 7066, Anne Arundel County, Maryland"
"6073","1013","5539","1029","324","185","324","185","0","17","5215","901","534","135","1500000US240037067001","Block Group 1, Census Tract 7067, Anne Arundel County, Maryland"
"1856","275","1432","239","1421","237","1352","244","69","64","11","19","424","122","1500000US240037070011","Block Group 1, Census Tract 7070.01, Anne Arundel County, Maryland"
"1950","294","1494","270","1494","270","1435","257","59","60","0","12","456","134","1500000US240037070012","Block Group 2, Census Tract 7070.01, Anne Arundel County, Maryland"
"1178","293","865","215","865","215","792","207","73","72","0","12","313","145","1500000US240037070013","Block Group 3, Census Tract 7070.01, Anne Arundel County, Maryland"
"1373","242","1014","210","1003","211","938","202","65","41","11","12","359","115","1500000US240037070021","Block Group 1, Census Tract 7070.02, Anne Arundel County, Maryland"
"804","154","553","144","553","144","546","145","7","12","0","12","251","82","1500000US240037070022","Block Group 2, Census Tract 7070.02, Anne Arundel County, Maryland"
"1794","217","1334","194","1323","199","1260","187","63","43","11","19","460","120","1500000US240037070023","Block Group 3, Census Tract 7070.02, Anne Arundel County, Maryland"
"2028","237","1228","179","1213","179","1084","173","129","83","15","18","800","170","1500000US240037080011","Block Group 1, Census Tract 7080.01, Anne Arundel County, Maryland"
"1245","187","852","165","810","154","765","156","45","43","42","48","393","110","1500000US240037080012","Block Group 2, Census Tract 7080.01, Anne Arundel County, Maryland"
"817","323","570","319","570","319","442","256","128","99","0","12","247","102","1500000US240037080041","Block Group 1, Census Tract 7080.04, Anne Arundel County, Maryland"
"2200","306","1359","287","1342","285","1300","284","42","52","17","28","841","196","1500000US240037080042","Block Group 2, Census Tract 7080.04, Anne Arundel County, Maryland"
"1651","432","998","358","998","358","965","358","33","44","0","12","653","211","1500000US240037080043","Block Group 3, Census Tract 7080.04, Anne Arundel County, Maryland"
"2067","425","1635","356","1623","356","1548","352","75","61","12","20","432","156","1500000US240037301001","Block Group 1, Census Tract 7301, Anne Arundel County, Maryland"
"2090","522","1615","491","1531","484","1499","489","32","59","84","94","475","179","1500000US240037301002","Block Group 2, Census Tract 7301, Anne Arundel County, Maryland"
"3472","353","2983","353","2910","350","2868","348","42","42","73","72","489","169","1500000US240037301003","Block Group 3, Census Tract 7301, Anne Arundel County, Maryland"
"1760","335","1074","233","1074","233","844","226","230","159","0","12","686","211","1500000US240037302031","Block Group 1, Census Tract 7302.03, Anne Arundel County, Maryland"
"662","220","249","82","249","82","227","80","22","35","0","12","413","185","1500000US240037302032","Block Group 2, Census Tract 7302.03, Anne Arundel County, Maryland"
"1427","443","1000","343","1000","343","912","327","88","71","0","12","427","285","1500000US240037302033","Block Group 3, Census Tract 7302.03, Anne Arundel County, Maryland"
"1108","303","899","308","899","308","834","306","65","75","0","12","209","91","1500000US240037302034","Block Group 4, Census Tract 7302.03, Anne Arundel County, Maryland"
"1748","294","1083","279","1083","279","1011","275","72","47","0","12","665","130","1500000US240037302041","Block Group 1, Census Tract 7302.04, Anne Arundel County, Maryland"
"1899","373","1169","236","1150","239","1029","212","121","85","19","22","730","265","1500000US240037302042","Block Group 2, Census Tract 7302.04, Anne Arundel County, Maryland"
"1113","317","765","246","744","248","606","194","138","94","21","25","348","133","1500000US240037302043","Block Group 3, Census Tract 7302.04, Anne Arundel County, Maryland"
"1751","271","1232","205","1232","205","1149","197","83","61","0","12","519","158","1500000US240037303001","Block Group 1, Census Tract 7303, Anne Arundel County, Maryland"
"1030","233","694","163","694","163","672","163","22","35","0","12","336","149","1500000US240037303002","Block Group 2, Census Tract 7303, Anne Arundel County, Maryland"
"2257","371","1756","295","1662","311","1503","297","159","88","94","89","501","179","1500000US240037304011","Block Group 1, Census Tract 7304.01, Anne Arundel County, Maryland"
"2046","370","1397","271","1387","271","1313","257","74","53","10","15","649","179","1500000US240037304012","Block Group 2, Census Tract 7304.01, Anne Arundel County, Maryland"
"1900","458","1292","359","1292","359","1274","360","18","28","0","12","608","268","1500000US240037304021","Block Group 1, Census Tract 7304.02, Anne Arundel County, Maryland"
"1729","352","1005","238","989","237","897","243","92","67","16","27","724","192","1500000US240037304022","Block Group 2, Census Tract 7304.02, Anne Arundel County, Maryland"
"1626","380","1165","325","1165","325","1064","316","101","96","0","12","461","234","1500000US240037304023","Block Group 3, Census Tract 7304.02, Anne Arundel County, Maryland"
"1175","301","688","207","688","207","527","178","161","214","0","12","487","164","1500000US240037305021","Block Group 1, Census Tract 7305.02, Anne Arundel County, Maryland"
"1584","353","1147","323","1147","323","1026","303","121","103","0","12","437","158","1500000US240037305022","Block Group 2, Census Tract 7305.02, Anne Arundel County, Maryland"
"1833","301","1378","253","1378","253","1336","242","42","53","0","12","455","130","1500000US240037305023","Block Group 3, Census Tract 7305.02, Anne Arundel County, Maryland"
"1942","350","1596","337","1596","337","1596","337","0","12","0","12","346","120","1500000US240037305041","Block Group 1, Census Tract 7305.04, Anne Arundel County, Maryland"
"2430","507","1838","382","1838","382","1751","391","87","83","0","12","592","275","1500000US240037305042","Block Group 2, Census Tract 7305.04, Anne Arundel County, Maryland"
"1885","354","1455","308","1430","303","1323","272","107","98","25","39","430","134","1500000US240037305043","Block Group 3, Census Tract 7305.04, Anne Arundel County, Maryland"
"2829","406","2036","353","2012","360","1903","331","109","81","24","39","793","255","1500000US240037305051","Block Group 1, Census Tract 7305.05, Anne Arundel County, Maryland"
"673","156","528","138","528","138","507","128","21","31","0","12","145","92","1500000US240037305052","Block Group 2, Census Tract 7305.05, Anne Arundel County, Maryland"
"545","155","384","128","384","128","384","128","0","12","0","12","161","85","1500000US240037305061","Block Group 1, Census Tract 7305.06, Anne Arundel County, Maryland"
"878","197","692","163","692","163","570","137","122","83","0","12","186","82","1500000US240037305062","Block Group 2, Census Tract 7305.06, Anne Arundel County, Maryland"
"1489","297","1226","305","1226","305","1124","259","102","88","0","12","263","105","1500000US240037305063","Block Group 3, Census Tract 7305.06, Anne Arundel County, Maryland"
"1691","257","1234","204","1234","204","1177","201","57","65","0","12","457","152","1500000US240037306011","Block Group 1, Census Tract 7306.01, Anne Arundel County, Maryland"
"1161","223","668","161","668","161","668","161","0","12","0","12","493","124","1500000US240037306012","Block Group 2, Census Tract 7306.01, Anne Arundel County, Maryland"
"1403","315","1005","291","991","289","888","223","103","105","14","22","398","142","1500000US240037306013","Block Group 3, Census Tract 7306.01, Anne Arundel County, Maryland"
"1165","228","809","192","809","192","775","184","34","39","0","12","356","130","1500000US240037306014","Block Group 4, Census Tract 7306.01, Anne Arundel County, Maryland"
"1214","174","848","163","848","163","731","139","117","62","0","12","366","82","1500000US240037306031","Block Group 1, Census Tract 7306.03, Anne Arundel County, Maryland"
"1215","209","899","179","899","179","872","178","27","26","0","12","316","83","1500000US240037306032","Block Group 2, Census Tract 7306.03, Anne Arundel County, Maryland"
"1597","240","1173","236","1127","234","1127","234","0","12","46","56","424","131","1500000US240037306041","Block Group 1, Census Tract 7306.04, Anne Arundel County, Maryland"
"1902","267","1238","213","1238","213","1227","213","11","17","0","12","664","176","1500000US240037306042","Block Group 2, Census Tract 7306.04, Anne Arundel County, Maryland"
"1852","324","1083","238","1065","235","1056","237","9","13","18","29","769","219","1500000US240037306043","Block Group 3, Census Tract 7306.04, Anne Arundel County, Maryland"
"1334","238","857","187","838","185","806","164","32","36","19","31","477","155","1500000US240037307001","Block Group 1, Census Tract 7307, Anne Arundel County, Maryland"
"1666","320","1149","304","1125","306","1075","303","50","42","24","27","517","138","1500000US240037307002","Block Group 2, Census Tract 7307, Anne Arundel County, Maryland"
"409","178","342","135","342","135","320","136","22","35","0","12","67","70","1500000US240037307003","Block Group 3, Census Tract 7307, Anne Arundel County, Maryland"
"1741","345","1152","259","1152","259","1098","247","54","55","0","12","589","193","1500000US240037307004","Block Group 4, Census Tract 7307, Anne Arundel County, Maryland"
