"B23025_001E","B23025_001M","B23025_002E","B23025_002M","B23025_003E","B23025_003M","B23025_004E","B23025_004M","B23025_005E","B23025_005M","B23025_006E","B23025_006M","B23025_007E","B23025_007M","GEO_ID","NAME"
"835","185","461","155","461","155","449","152","12","14","0","13","374","117","1500000US240010022001","Block Group 1, Census Tract 22, Allegany County, Maryland"
"1017","248","529","142","529","142","452","127","77","51","0","13","488","177","1500000US240010022002","Block Group 2, Census Tract 22, Allegany County, Maryland"
"1337","287","738","197","738","197","672","190","66","41","0","13","599","149","1500000US240010022003","Block Group 3, Census Tract 22, Allegany County, Maryland"
"607","187","353","160","353","160","285","122","68","80","0","13","254","89","1500000US240010023001","Block Group 1, Census Tract 23, Allegany County, Maryland"
"1776","364","852","213","852","213","823","211","29","27","0","13","924","241","1500000US240010023002","Block Group 2, Census Tract 23, Allegany County, Maryland"
"784","236","516","213","516","213","431","173","85","81","0","13","268","118","1500000US240010023003","Block Group 3, Census Tract 23, Allegany County, Maryland"
"1512","384","661","164","652","164","608","149","44","44","9","15","851","357","1500000US240010023004","Block Group 4, Census Tract 23, Allegany County, Maryland"
"1210","195","902","164","902","164","853","154","49","50","0","13","308","110","1500000US240037011011","Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland"
"2214","373","1323","237","1296","237","1252","230","44","43","27","31","891","308","1500000US240037011012","Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland"
"1532","325","1243","236","1222","239","1104","245","118","52","21","24","289","162","1500000US240037011031","Block Group 1, Census Tract 7011.03, Anne Arundel County, Maryland"
"1794","385","1154","250","1142","257","976","214","166","142","12","19","640","395","1500000US240037011032","Block Group 2, Census Tract 7011.03, Anne Arundel County, Maryland"
"1037","285","783","208","783","208","762","201","21","34","0","13","254","132","1500000US240037011041","Block Group 1, Census Tract 7011.04, Anne Arundel County, Maryland"
"1867","297","1270","283","1234","291","1175","274","59","68","36","45","597","167","1500000US240037011042","Block Group 2, Census Tract 7011.04, Anne Arundel County, Maryland"
"1446","556","881","291","869","291","738","217","131","116","12","19","565","319","1500000US240037012011","Block Group 1, Census Tract 7012.01, Anne Arundel County, Maryland"
"1575","409","1098","306","1098","306","1098","306","0","13","0","13","477","196","1500000US240037012012","Block Group 2, Census Tract 7012.01, Anne Arundel County, Maryland"
"1786","456","1260","399","1260","399","1237","390","23","41","0","13","526","168","1500000US240037012021","Block Group 1, Census Tract 7012.02, Anne Arundel County, Maryland"
"1528","405","1064","397","980","392","930","391","50","46","84","103","464","178","1500000US240037012022","Block Group 2, Census Tract 7012.02, Anne Arundel County, Maryland"
"1331","249","916","264","916","264","863","232","53","69","0","13","415","99","1500000US240037013011","Block Group 1, Census Tract 7013.01, Anne Arundel County, Maryland"
"1780","350","994","192","978","193","944","186","34","36","16","23","786","261","1500000US240037013012","Block Group 2, Census Tract 7013.01, Anne Arundel County, Maryland"
"918","259","534","205","518","205","518","205","0","13","16","28","384","176","1500000US240037013021","Block Group 1, Census Tract 7013.02, Anne Arundel County, Maryland"
"2098","435","1512","435","1497","439","1414","409","83","68","15","24","586","156","1500000US240037013022","Block Group 2, Census Tract 7013.02, Anne Arundel County, Maryland"
"1163","247","728","157","728","157","656","137","72","70","0","13","435","140","1500000US240037014001","Block Group 1, Census Tract 7014, Anne Arundel County, Maryland"
"2106","415","1091","248","1069","250","1008","230","61","51","22","23","1015","303","1500000US240037014002","Block Group 2, Census Tract 7014, Anne Arundel County, Maryland"
"1911","307","1349","248","1349","248","1297","238","52","56","0","13","562","182","1500000US240037021001","Block Group 1, Census Tract 7021, Anne Arundel County, Maryland"
"1338","569","776","569","759","569","716","566","43","41","17","27","562","146","1500000US240037021002","Block Group 2, Census Tract 7021, Anne Arundel County, Maryland"
"974","275","641","162","641","162","624","156","17","28","0","13","333","149","1500000US240037021003","Block Group 3, Census Tract 7021, Anne Arundel County, Maryland"
"1068","208","668","148","668","148","612","136","56","43","0","13","400","148","1500000US240037021004","Block Group 4, Census Tract 7021, Anne Arundel County, Maryland"
"1480","215","1003","177","1003","177","926","175","77","55","0","13","477","104","1500000US240037022041","Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland"
"1816","395","1368","368","1358","372","1333","376","25","23","10","14","448","110","1500000US240037022042","Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland"
"1725","341","1234","297","1131","279","1105","273","26","35","103","103","491","143","1500000US240037022051","Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland"
"1411","308","1234","310","1212","314","1101","276","111","110","22","37","177","84","1500000US240037022052","Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland"
"914","271","548","179","526","183","526","183","0","13","22","34","366","154","1500000US240037022053","Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland"
"2233","473","1611","387","1572","388","1530","372","42","51","39","62","622","231","1500000US240037022061","Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland"
"1407","387","1089","368","1070","362","1053","360","17","28","19","31","318","107","1500000US240037022062","Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland"
"1812","406","1521","354","1521","354","1478","351","43","53","0","13","291","116","1500000US240037022063","Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland"
"3147","829","2440","665","2292","662","2028","496","264","308","148","128","707","266","1500000US240037022081","Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland"
"1468","409","1161","316","1148","319","1102","301","46","61","13","23","307","205","1500000US240037022082","Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland"
"1710","319","1423","282","1370","271","1332","268","38","39","53","64","287","125","1500000US240037022083","Block Group 3, Census Tract 7022.08, Anne Arundel County, Maryland"
"794","173","677","170","677","170","677","170","0","13","0","13","117","44","1500000US240037022091","Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland"
"849","161","642","123","633","126","612","124","21","20","9","16","207","99","1500000US240037022092","Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland"
"1343","247","1119","240","1102","242","1077","245","25","25","17","22","224","98","1500000US240037022093","Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland"
"1179","229","824","203","824","203","790","202","34","37","0","13","355","118","1500000US240037023001","Block Group 1, Census Tract 7023, Anne Arundel County, Maryland"
"1278","251","787","194","787","194","748","189","39","34","0","13","491","170","1500000US240037023002","Block Group 2, Census Tract 7023, Anne Arundel County, Maryland"
"2053","427","1438","369","1421","369","1390","375","31","31","17","25","615","157","1500000US240037023003","Block Group 3, Census Tract 7023, Anne Arundel County, Maryland"
"1606","387","1210","343","1166","343","1105","309","61","78","44","41","396","183","1500000US240037024021","Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland"
"1549","258","860","208","860","208","830","210","30","38","0","13","689","154","1500000US240037024022","Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland"
"1888","375","1021","315","1021","315","929","232","92","119","0","13","867","215","1500000US240037024023","Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland"
"1229","265","1051","257","1033","258","1000","259","33","38","18","29","178","99","1500000US240037024024","Block Group 4, Census Tract 7024.02, Anne Arundel County, Maryland"
"1867","927","1674","878","1674","878","1631","875","43","36","0","13","193","141","1500000US240037025001","Block Group 1, Census Tract 7025, Anne Arundel County, Maryland"
"1114","442","768","276","768","276","725","283","43","48","0","13","346","227","1500000US240037025002","Block Group 2, Census Tract 7025, Anne Arundel County, Maryland"
"965","335","663","265","663","265","663","265","0","13","0","13","302","163","1500000US240037025003","Block Group 3, Census Tract 7025, Anne Arundel County, Maryland"
"1850","543","1460","486","1407","469","1348","461","59","56","53","86","390","187","1500000US240037025004","Block Group 4, Census Tract 7025, Anne Arundel County, Maryland"
"1729","733","1374","612","1374","612","1366","612","8","14","0","13","355","180","1500000US240037026011","Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland"
"742","233","587","247","587","247","577","246","10","17","0","13","155","85","1500000US240037026012","Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland"
"1045","469","497","144","497","144","497","144","0","13","0","13","548","463","1500000US240037026013","Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland"
"1175","379","831","322","822","321","698","261","124","97","9","16","344","144","1500000US240037026014","Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland"
"2434","670","1836","697","1836","697","1796","693","40","43","0","13","598","192","1500000US240037026021","Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland"
"748","251","479","245","479","245","463","242","16","24","0","13","269","123","1500000US240037026022","Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland"
"1007","221","689","177","689","177","689","177","0","13","0","13","318","125","1500000US240037026023","Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland"
"1022","219","720","181","720","181","691","187","29","42","0","13","302","121","1500000US240037026024","Block Group 4, Census Tract 7026.02, Anne Arundel County, Maryland"
"1231","242","672","174","672","174","651","171","21","23","0","13","559","160","1500000US240037027021","Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland"
"1768","482","1025","371","1025","371","1015","370","10","16","0","13","743","186","1500000US240037027022","Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland"
"1334","453","1145","451","1145","451","1145","451","0","13","0","13","189","75","1500000US240037027031","Block Group 1, Census Tract 7027.03, Anne Arundel County, Maryland"
"841","191","736","191","686","183","686","183","0","13","50","60","105","82","1500000US240037027032","Block Group 2, Census Tract 7027.03, Anne Arundel County, Maryland"
"1528","315","848","253","831","255","831","255","0","13","17","27","680","200","1500000US240037027041","Block Group 1, Census Tract 7027.04, Anne Arundel County, Maryland"
"600","185","547","178","547","178","507","188","40","64","0","13","53","47","1500000US240037027042","Block Group 2, Census Tract 7027.04, Anne Arundel County, Maryland"
"1508","322","958","249","917","241","871","249","46","47","41","54","550","202","1500000US240037061021","Block Group 1, Census Tract 7061.02, Anne Arundel County, Maryland"
"434","130","196","86","196","86","145","90","51","44","0","13","238","127","1500000US240037061022","Block Group 2, Census Tract 7061.02, Anne Arundel County, Maryland"
"781","161","439","166","371","173","363","172","8","17","68","56","342","127","1500000US240037061031","Block Group 1, Census Tract 7061.03, Anne Arundel County, Maryland"
"659","151","447","116","436","112","429","111","7","12","11","19","212","102","1500000US240037061032","Block Group 2, Census Tract 7061.03, Anne Arundel County, Maryland"
"1406","287","959","257","948","257","935","254","13","21","11","17","447","130","1500000US240037063021","Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland"
"760","174","558","152","558","152","498","139","60","47","0","13","202","86","1500000US240037063022","Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland"
"976","239","610","181","610","181","569","174","41","40","0","13","366","121","1500000US240037063023","Block Group 3, Census Tract 7063.02, Anne Arundel County, Maryland"
"1143","206","634","235","634","235","610","232","24","39","0","13","509","215","1500000US240037063031","Block Group 1, Census Tract 7063.03, Anne Arundel County, Maryland"
"976","240","463","174","463","174","331","103","132","138","0","13","513","209","1500000US240037063032","Block Group 2, Census Tract 7063.03, Anne Arundel County, Maryland"
"1111","256","832","232","729","189","729","189","0","13","103","167","279","108","1500000US240037063041","Block Group 1, Census Tract 7063.04, Anne Arundel County, Maryland"
"735","186","291","127","291","127","271","120","20","32","0","13","444","123","1500000US240037063042","Block Group 2, Census Tract 7063.04, Anne Arundel County, Maryland"
"1399","318","945","292","937","293","906","280","31","45","8","12","454","146","1500000US240037064021","Block Group 1, Census Tract 7064.02, Anne Arundel County, Maryland"
"1603","375","1205","347","1197","347","1152","359","45","49","8","13","398","113","1500000US240037064022","Block Group 2, Census Tract 7064.02, Anne Arundel County, Maryland"
"2218","657","1681","660","1681","660","1641","658","40","42","0","13","537","183","1500000US240037064031","Block Group 1, Census Tract 7064.03, Anne Arundel County, Maryland"
"1032","288","968","285","968","285","862","275","106","68","0","13","64","47","1500000US240037064032","Block Group 2, Census Tract 7064.03, Anne Arundel County, Maryland"
"563","470","542","450","542","450","542","450","0","13","0","13","21","35","1500000US240037064041","Block Group 1, Census Tract 7064.04, Anne Arundel County, Maryland"
"821","484","608","448","608","448","608","448","0","13","0","13","213","116","1500000US240037064042","Block Group 2, Census Tract 7064.04, Anne Arundel County, Maryland"
"1492","505","995","397","988","398","988","398","0","13","7","13","497","332","1500000US240037065001","Block Group 1, Census Tract 7065, Anne Arundel County, Maryland"
"1400","294","1002","296","962","302","949","301","13","24","40","69","398","162","1500000US240037065002","Block Group 2, Census Tract 7065, Anne Arundel County, Maryland"
"1390","263","1123","275","1123","275","1120","274","3","6","0","13","267","99","1500000US240037065003","Block Group 3, Census Tract 7065, Anne Arundel County, Maryland"
"895","341","741","334","731","336","709","332","22","25","10","17","154","78","1500000US240037066001","Block Group 1, Census Tract 7066, Anne Arundel County, Maryland"
"840","185","571","171","564","168","564","168","0","13","7","12","269","119","1500000US240037066002","Block Group 2, Census Tract 7066, Anne Arundel County, Maryland"
"217","150","166","101","166","101","166","101","0","13","0","13","51","61","1500000US240037066003","Block Group 3, Census Tract 7066, Anne Arundel County, Maryland"
"1930","261","1334","216","1318","214","1236","217","82","49","16","19","596","148","1500000US240037066004","Block Group 4, Census Tract 7066, Anne Arundel County, Maryland"
"5623","2233","5017","2320","664","216","649","214","15","23","4353","2325","606","204","1500000US240037067001","Block Group 1, Census Tract 7067, Anne Arundel County, Maryland"
"1904","617","1306","436","1286","433","1259","433","27","34","20","31","598","244","1500000US240037070011","Block Group 1, Census Tract 7070.01, Anne Arundel County, Maryland"
"1496","403","986","257","967","259","927","255","40","36","19","30","510","226","1500000US240037070012","Block Group 2, Census Tract 7070.01, Anne Arundel County, Maryland"
"1099","351","877","316","877","316","843","307","34","37","0","13","222","102","1500000US240037070013","Block Group 3, Census Tract 7070.01, Anne Arundel County, Maryland"
"312","144","201","132","201","132","201","132","0","13","0","13","111","81","1500000US240037070014","Block Group 4, Census Tract 7070.01, Anne Arundel County, Maryland"
"1125","225","720","172","683","169","644","168","39","36","37","35","405","147","1500000US240037070021","Block Group 1, Census Tract 7070.02, Anne Arundel County, Maryland"
"875","288","538","168","538","168","538","168","0","13","0","13","337","215","1500000US240037070022","Block Group 2, Census Tract 7070.02, Anne Arundel County, Maryland"
"1560","353","1033","327","1012","326","909","253","103","98","21","20","527","150","1500000US240037070023","Block Group 3, Census Tract 7070.02, Anne Arundel County, Maryland"
"1857","436","961","210","937","210","891","202","46","45","24","22","896","291","1500000US240037080011","Block Group 1, Census Tract 7080.01, Anne Arundel County, Maryland"
"1151","203","897","190","885","192","885","192","0","13","12","17","254","70","1500000US240037080012","Block Group 2, Census Tract 7080.01, Anne Arundel County, Maryland"
"1049","343","667","264","667","264","667","264","0","13","0","13","382","173","1500000US240037080041","Block Group 1, Census Tract 7080.04, Anne Arundel County, Maryland"
"1421","648","797","378","797","378","658","310","139","209","0","13","624","355","1500000US240037080042","Block Group 2, Census Tract 7080.04, Anne Arundel County, Maryland"
"1018","275","674","228","674","228","674","228","0","13","0","13","344","125","1500000US240037080043","Block Group 3, Census Tract 7080.04, Anne Arundel County, Maryland"
"1332","407","770","288","755","284","741","276","14","25","15","25","562","225","1500000US240037080044","Block Group 4, Census Tract 7080.04, Anne Arundel County, Maryland"
"1857","311","1149","235","1122","246","1122","246","0","13","27","40","708","297","1500000US240037301011","Block Group 1, Census Tract 7301.01, Anne Arundel County, Maryland"
"2457","867","1996","781","1973","781","1786","675","187","125","23","26","461","328","1500000US240037301021","Block Group 1, Census Tract 7301.02, Anne Arundel County, Maryland"
"1710","486","1178","494","1178","494","1126","483","52","84","0","13","532","183","1500000US240037301022","Block Group 2, Census Tract 7301.02, Anne Arundel County, Maryland"
"4122","857","3605","792","3512","805","3389","778","123","107","93","79","517","254","1500000US240037301023","Block Group 3, Census Tract 7301.02, Anne Arundel County, Maryland"
"2617","855","1995","714","1995","714","1944","702","51","64","0","13","622","292","1500000US240037302041","Block Group 1, Census Tract 7302.04, Anne Arundel County, Maryland"
"720","251","469","153","469","153","427","124","42","67","0","13","251","158","1500000US240037302042","Block Group 2, Census Tract 7302.04, Anne Arundel County, Maryland"
"679","246","423","174","423","174","423","174","0","13","0","13","256","139","1500000US240037302043","Block Group 3, Census Tract 7302.04, Anne Arundel County, Maryland"
"1272","427","918","310","918","310","845","282","73","76","0","13","354","184","1500000US240037302044","Block Group 4, Census Tract 7302.04, Anne Arundel County, Maryland"
"934","316","500","332","500","332","422","294","78","94","0","13","434","159","1500000US240037302051","Block Group 1, Census Tract 7302.05, Anne Arundel County, Maryland"
"971","299","745","237","745","237","745","237","0","13","0","13","226","120","1500000US240037302052","Block Group 2, Census Tract 7302.05, Anne Arundel County, Maryland"
"1586","493","850","356","850","356","797","342","53","63","0","13","736","407","1500000US240037302061","Block Group 1, Census Tract 7302.06, Anne Arundel County, Maryland"
"719","227","661","220","661","220","661","220","0","13","0","13","58","55","1500000US240037302062","Block Group 2, Census Tract 7302.06, Anne Arundel County, Maryland"
"178","113","142","103","142","103","142","103","0","13","0","13","36","42","1500000US240037302063","Block Group 3, Census Tract 7302.06, Anne Arundel County, Maryland"
"2405","528","1648","329","1648","329","1526","308","122","80","0","13","757","337","1500000US240037303001","Block Group 1, Census Tract 7303, Anne Arundel County, Maryland"
"607","162","412","141","412","141","402","130","10","20","0","13","195","94","1500000US240037303002","Block Group 2, Census Tract 7303, Anne Arundel County, Maryland"
"1228","379","728","214","728","214","690","200","38","41","0","13","500","249","1500000US240037304011","Block Group 1, Census Tract 7304.01, Anne Arundel County, Maryland"
"1351","374","1043","319","1036","318","1030","318","6","14","7","12","308","155","1500000US240037304012","Block Group 2, Census Tract 7304.01, Anne Arundel County, Maryland"
"2066","505","1447","369","1447","369","1308","344","139","86","0","13","619","191","1500000US240037304013","Block Group 3, Census Tract 7304.01, Anne Arundel County, Maryland"
"964","523","734","390","705","379","696","372","9","38","29","49","230","187","1500000US240037304031","Block Group 1, Census Tract 7304.03, Anne Arundel County, Maryland"
"1626","708","1276","620","1276","620","1273","620","3","6","0","13","350","187","1500000US240037304032","Block Group 2, Census Tract 7304.03, Anne Arundel County, Maryland"
"576","323","346","233","346","233","346","233","0","13","0","13","230","148","1500000US240037304033","Block Group 3, Census Tract 7304.03, Anne Arundel County, Maryland"
"1581","245","1100","243","1100","243","1050","248","50","61","0","13","481","103","1500000US240037304041","Block Group 1, Census Tract 7304.04, Anne Arundel County, Maryland"
"1468","394","1017","310","981","313","854","298","127","124","36","37","451","240","1500000US240037305071","Block Group 1, Census Tract 7305.07, Anne Arundel County, Maryland"
"2182","543","1644","468","1644","468","1625","471","19","29","0","13","538","188","1500000US240037305072","Block Group 2, Census Tract 7305.07, Anne Arundel County, Maryland"
"1018","357","448","178","448","178","448","178","0","13","0","13","570","272","1500000US240037305081","Block Group 1, Census Tract 7305.08, Anne Arundel County, Maryland"
"1250","419","948","271","948","271","948","271","0","13","0","13","302","214","1500000US240037305082","Block Group 2, Census Tract 7305.08, Anne Arundel County, Maryland"
"1053","373","793","302","793","302","778","307","15","27","0","13","260","166","1500000US240037305091","Block Group 1, Census Tract 7305.09, Anne Arundel County, Maryland"
"1992","561","1446","464","1393","454","1378","451","15","28","53","71","546","166","1500000US240037305092","Block Group 2, Census Tract 7305.09, Anne Arundel County, Maryland"
"485","212","394","172","394","172","363","167","31","37","0","13","91","85","1500000US240037305093","Block Group 3, Census Tract 7305.09, Anne Arundel County, Maryland"
"1329","356","1053","377","1053","377","1053","377","0","13","0","13","276","147","1500000US240037305101","Block Group 1, Census Tract 7305.10, Anne Arundel County, Maryland"
"1001","301","713","258","705","253","705","253","0","13","8","20","288","116","1500000US240037305102","Block Group 2, Census Tract 7305.10, Anne Arundel County, Maryland"
"1058","212","806","186","806","186","806","186","0","13","0","13","252","118","1500000US240037305111","Block Group 1, Census Tract 7305.11, Anne Arundel County, Maryland"
"871","292","634","245","622","250","610","249","12","25","12","21","237","134","1500000US240037305121","Block Group 1, Census Tract 7305.12, Anne Arundel County, Maryland"
"785","301","547","224","536","218","482","197","54","50","11","20","238","133","1500000US240037305122","Block Group 2, Census Tract 7305.12, Anne Arundel County, Maryland"
"867","254","755","235","755","235","657","199","98","92","0","13","112","69","1500000US240037305131","Block Group 1, Census Tract 7305.13, Anne Arundel County, Maryland"
"412","119","260","89","260","89","208","86","52","39","0","13","152","62","1500000US240037305132","Block Group 2, Census Tract 7305.13, Anne Arundel County, Maryland"
"1367","342","1034","287","908","262","779","257","129","91","126","141","333","187","1500000US240037305141","Block Group 1, Census Tract 7305.14, Anne Arundel County, Maryland"
"1243","487","831","403","831","403","805","404","26","47","0","13","412","218","1500000US240037305142","Block Group 2, Census Tract 7305.14, Anne Arundel County, Maryland"
"1835","364","1286","340","1268","339","1250","336","18","28","18","28","549","152","1500000US240037306011","Block Group 1, Census Tract 7306.01, Anne Arundel County, Maryland"
